17200 57378
23238 112 585
40209 207 499
55009 506 649
24899 174 402
50481 4 327
2642 390 525
35148 215 637
12637 545 650
39814 304 454
36862 120 271
135 51 594
51595 425 540
32442 494 503
52866 365 592
1046 496 602
53305 223 485
37976 306 660
38247 354 684
52975 18 322
38477 342 343
28392 334 424
23016 45 75
55301 91 650
38710 457 475
51324 129 486
23053 113 269
48489 60 471
5241 31 620
36165 187 667
21967 201 380
26166 267 441
27079 236 596
22417 72 269
5256 75 564
54922 36 419
6999 586 675
44288 520 524
56505 170 498
8801 512 542
23623 290 628
38134 124 226
11471 50 372
14450 2 511
44182 345 479
32816 434 472
12486 418 445
39337 266 627
54026 278 467
50030 212 604
34496 23 382
14134 422 438
30198 274 635
38199 156 460
43955 133 458
3592 252 400
40670 663 682
54110 320 497
30590 32 355
14656 227 527
51600 157 547
14356 315 370
47670 40 251
13903 235 244
333 114 198
36253 269 672
12082 151 636
27554 179 593
15525 637 647
26669 535 541
29200 336 435
19888 154 682
39574 234 432
671 53 684
48939 154 339
18956 260 584
46801 443 621
55525 261 455
34125 171 439
42589 382 505
51427 511 586
25586 152 403
37005 82 472
128 331 450
5150 146 305
45466 28 119
29944 112 523
35333 52 675
7064 247 517
15239 385 685
8910 241 461
45028 26 235
9585 132 595
31917 264 361
20549 307 649
47921 30 544
14531 256 444
29734 336 590
8404 48 233
44330 291 575
22249 1 177
57280 244 588
26986 67 198
28959 618 641
30109 71 418
9804 428 684
54660 356 588
35865 181 566
41588 45 406
38852 452 537
17264 139 570
17094 120 398
44213 115 676
26426 336 337
39353 85 487
23789 553 654
34451 327 689
13287 382 479
27205 149 485
6413 78 548
4994 131 567
28294 351 561
17985 72 308
38868 147 226
15319 339 367
2481 325 584
29786 56 584
36422 68 320
42602 245 463
33887 256 499
5122 119 614
50385 1 199
5101 162 527
40840 301 529
13391 364 509
41294 74 125
17418 40 445
12510 93 384
38757 196 503
18789 91 115
42399 39 641
49737 209 534
2071 533 552
37454 59 98
8228 65 558
1506 128 560
21782 338 528
644 293 507
25938 23 415
33904 40 629
49466 153 246
45692 79 353
47170 204 666
30319 34 124
24592 652 691
44833 266 554
20121 368 658
32878 552 649
55156 52 117
11899 321 587
22387 222 542
32739 142 410
28806 446 633
48586 190 655
54000 61 434
1312 32 447
47297 208 211
25754 245 525
226 412 428
9856 450 503
17464 163 601
480 386 660
57040 20 416
18386 231 531
28304 268 644
9855 273 416
11028 241 249
37270 53 467
28739 174 275
48644 78 544
16347 78 406
56691 215 433
17452 20 158
424 30 586
35041 185 515
30065 41 299
15570 246 347
47340 569 603
56196 151 429
19695 54 331
8359 174 671
8864 333 550
31897 151 419
26382 428 481
26639 437 643
24562 226 301
11112 536 547
42284 321 671
21458 315 640
29383 60 493
56839 163 327
17163 659 682
13724 80 312
50754 128 582
55618 467 646
20535 186 466
12989 356 656
518 281 375
44174 432 616
12700 404 443
51253 133 382
19892 126 298
16139 143 551
12121 367 564
50816 198 353
29870 1 227
11719 244 525
20978 146 589
7301 382 388
51876 363 457
22208 429 652
52184 139 218
31301 321 690
31253 42 493
40107 495 563
22536 312 350
38855 273 574
3064 251 527
54753 213 464
15082 324 625
2636 425 505
41506 122 506
7166 49 125
28806 34 580
38959 420 425
52480 106 117
38243 108 481
37488 188 203
8671 181 259
11533 196 400
38132 165 178
1935 23 292
35252 662 669
49184 242 304
23212 539 549
21498 9 558
14405 514 649
14369 219 548
33966 337 418
28743 302 432
47181 41 587
34729 183 229
45426 118 370
31177 110 485
36773 12 379
54402 255 460
50986 271 621
34007 504 625
30682 641 654
5082 113 515
6321 28 566
14067 144 159
23148 221 662
35734 12 548
15870 249 439
15060 151 447
47333 86 366
54256 185 334
46391 43 672
33490 212 337
9356 307 598
21447 287 581
15078 48 416
44858 447 520
39687 575 654
18605 99 326
51019 426 606
56176 297 418
2161 185 601
20822 158 473
18316 293 596
54638 380 629
35601 2 207
19078 183 687
46017 56 297
22379 227 652
33547 468 534
5825 621 647
12206 246 679
35413 429 521
12759 117 650
1352 248 318
12869 546 671
50092 141 392
45365 374 564
51073 422 523
47651 115 404
49283 120 160
31504 40 634
30834 300 352
17841 89 351
1028 321 631
16399 17 672
20844 283 530
18 569 598
25865 184 500
31948 644 673
7197 307 597
21970 226 447
40297 235 308
18368 37 241
46746 211 317
35598 159 168
51991 27 677
1082 550 666
5162 52 526
38175 590 635
2741 168 285
29432 94 232
19047 305 487
37568 30 138
5348 158 243
69 357 684
17112 60 426
6881 123 642
48356 181 211
48717 583 681
4461 2 120
37314 20 545
4641 94 543
19505 187 443
38171 143 290
44660 84 398
24834 15 77
19083 31 604
50820 587 674
18399 15 618
26876 568 632
2304 78 98
32688 39 356
29087 219 418
44729 90 549
51264 294 450
45227 489 564
34664 367 598
55909 417 519
4596 133 397
48866 170 585
14064 251 376
52045 392 443
38121 157 560
53225 103 545
52388 25 180
19417 193 531
26829 18 102
27127 68 272
1022 166 563
28850 348 459
15686 125 674
12740 114 205
48826 326 640
57172 78 549
51450 234 631
12599 92 410
47775 123 604
34604 81 475
827 307 472
11822 174 380
20270 87 183
2874 194 223
23477 53 313
9850 629 649
19921 226 470
51215 439 525
43625 487 585
18596 277 569
36393 7 26
54732 487 592
28273 8 413
16793 355 378
17407 307 468
9674 100 280
50710 116 215
17804 349 448
31542 7 533
28182 115 604
24277 161 337
8973 415 646
32770 468 571
51185 17 124
9442 95 650
35026 9 26
34834 195 543
41012 56 245
55215 479 647
35283 371 432
46239 312 374
182 76 172
55208 267 514
31703 209 242
48721 5 91
12055 15 511
57330 44 64
49241 569 617
14990 462 491
50045 652 654
11121 277 510
51290 449 489
41581 475 528
45496 436 448
42564 77 570
41009 133 210
17460 221 500
36425 22 69
13203 77 345
12318 364 610
11471 180 190
46884 211 523
24338 157 258
47882 409 543
14690 380 434
35475 285 483
39862 58 507
46448 337 535
16683 236 603
11674 271 408
48695 89 379
20659 443 610
32505 148 620
14850 250 670
30955 87 391
7823 259 553
38331 199 578
34373 19 676
24760 42 532
24748 237 369
24708 349 547
25098 86 121
42255 204 397
8778 223 361
36176 42 525
7583 14 602
1671 73 386
1315 2 683
46204 76 562
27209 417 671
15575 292 584
24996 75 593
33796 307 366
1053 54 247
24050 32 593
4993 287 625
55432 377 527
42547 380 480
50283 159 480
1881 165 313
28968 4 610
21751 672 686
52845 37 301
30631 188 560
3891 536 559
36997 82 622
44240 45 588
1259 264 378
39021 289 638
13364 21 651
23991 297 500
42968 229 657
23810 169 360
19962 379 541
42559 3 321
12009 197 537
3634 74 275
42377 99 477
22109 305 368
53058 290 425
4783 81 116
20883 30 445
2014 47 141
23108 266 580
8060 353 511
11624 495 689
22245 480 482
7232 224 248
13814 240 289
18610 13 115
37195 269 687
5532 247 473
10553 210 234
17665 286 318
49526 42 575
10634 309 445
44118 318 555
42467 93 448
27940 446 484
57174 98 326
42514 250 355
37336 86 632
7915 34 366
54302 43 636
18138 55 526
51361 35 287
34791 51 147
57083 157 419
52012 190 629
19814 494 511
53360 376 650
12487 101 520
48709 279 395
46690 397 625
30722 371 540
16059 376 664
9046 210 278
30398 25 80
39028 214 303
9434 336 453
45708 594 614
48644 125 255
32779 388 419
1671 60 86
14935 339 408
30924 86 445
24722 125 481
43824 47 126
45008 159 503
55089 142 272
43921 45 540
33000 434 624
22033 108 484
37 31 221
27146 299 556
25473 124 347
7759 128 494
24161 281 375
31585 24 66
5370 83 234
7505 656 661
4422 177 633
20598 71 105
49128 251 337
8074 534 555
31110 368 641
579 523 612
21161 120 550
43122 454 464
18298 566 686
19071 109 457
24281 52 285
2731 76 457
6674 337 463
57147 86 354
16952 157 423
19982 99 479
52986 48 134
32521 154 577
14328 58 581
20509 537 543
42832 293 574
38573 632 667
55002 102 258
50349 607 647
30517 595 671
37401 182 185
14149 21 327
39717 149 538
54218 62 152
8523 185 243
49307 410 494
42058 129 374
13534 394 673
48781 117 304
16527 117 166
12690 146 224
55179 35 685
49009 150 296
20603 415 461
44909 125 562
14104 29 596
43189 218 252
3074 434 557
19570 129 578
52899 76 96
18075 502 685
25454 57 109
8840 97 469
14607 206 527
16252 172 320
56325 44 78
52188 321 336
3803 480 521
53901 64 395
53018 319 596
44159 385 557
25008 16 388
13050 197 570
56012 274 347
15260 54 359
35420 134 467
56934 70 435
17133 92 179
5635 565 597
36652 28 417
50423 312 473
33565 143 215
45229 139 632
29331 205 411
53078 483 620
11210 302 525
24784 86 200
13574 249 308
15347 51 229
55577 553 578
54775 487 682
46487 577 632
31416 293 415
56413 495 502
14512 235 354
10366 17 292
7376 280 429
5550 14 447
28719 114 478
8517 242 692
9153 207 546
45963 68 509
4117 439 626
19102 679 692
33082 212 270
2287 378 393
12051 525 564
30064 244 452
19042 150 345
14117 190 464
5211 205 499
23392 43 500
16152 221 565
29624 36 517
46121 472 600
32586 348 632
48854 432 450
33363 141 145
34984 382 542
50224 204 267
10881 123 193
41729 421 504
32747 161 527
38743 226 240
20245 422 454
21512 88 489
24302 321 616
53513 95 562
3427 82 430
18404 524 569
49637 171 573
24496 430 654
45362 77 688
38488 432 512
33612 165 672
16041 221 585
17175 97 539
51213 446 666
9383 104 283
10006 407 675
43917 136 556
9900 120 213
50096 316 552
30512 524 625
2696 479 607
52904 303 425
16722 150 439
24944 431 661
31174 78 622
21135 59 106
48855 45 534
20230 44 491
11064 283 444
47491 552 563
24805 87 499
33005 223 304
10308 31 152
43372 82 222
38090 211 341
49761 91 446
40805 5 592
38159 88 564
24435 264 336
41539 21 426
30508 338 678
5554 463 505
7110 66 293
38824 143 438
41393 489 677
10616 323 683
49961 484 520
42951 504 533
5951 80 392
36379 237 548
31976 407 495
17162 220 579
11304 85 411
31407 407 638
29278 60 395
53783 3 421
39280 66 277
14297 91 454
51998 257 316
8608 256 377
18173 245 534
13250 239 610
43593 239 299
52003 38 250
19221 42 570
47142 528 663
47136 204 638
43118 229 345
13885 138 642
42505 251 510
25851 248 401
20839 126 399
54509 21 436
5708 4 595
21008 449 679
39847 160 565
5725 227 377
8285 197 623
43653 300 396
21425 227 466
25972 160 273
7393 169 647
7842 237 509
52123 133 621
25542 433 615
43834 210 491
45698 331 364
42128 89 287
27862 140 642
14899 91 317
15121 626 675
34730 568 682
2269 55 335
40020 562 649
38116 403 490
9409 265 405
25295 344 649
25202 68 627
23265 379 510
43496 30 276
19684 272 661
48517 192 653
8215 34 152
45412 158 494
53494 95 354
57339 175 464
54879 113 406
24749 151 661
6058 145 279
45264 235 651
2068 262 515
9395 35 614
320 12 189
21612 482 578
47442 138 140
44441 109 319
30296 331 548
32685 555 659
43718 27 556
7955 37 100
46301 275 679
36365 372 440
28471 355 424
3795 40 312
39705 117 630
10219 275 379
23327 162 627
23487 169 574
40143 407 595
11575 16 411
55581 326 621
27608 209 662
47927 152 197
17562 487 671
25146 422 450
6882 8 382
37339 32 270
50248 340 615
28436 92 557
52707 81 308
1960 80 83
20984 43 570
21356 179 378
51162 541 636
4705 40 635
8247 210 514
47752 25 289
15943 76 339
10619 177 199
17689 300 670
30488 277 456
46943 82 388
27836 196 197
16346 361 635
7485 201 306
377 191 540
44413 144 550
4671 56 568
43079 33 331
20028 373 597
27235 239 602
42486 199 672
31799 66 181
1643 72 284
37235 330 349
6120 398 457
48570 143 513
8175 297 649
42384 70 475
24807 174 630
5676 121 276
15463 187 582
16467 412 667
27987 271 661
42859 94 453
49855 180 189
14974 94 609
43505 411 553
53151 331 375
34243 88 226
11008 119 423
44770 498 593
49026 127 381
49924 19 397
11156 362 547
55784 91 478
14248 39 220
12818 62 467
37257 544 664
18637 270 650
18301 83 122
47966 9 663
6596 316 407
8419 109 111
12176 53 361
53994 82 236
2207 169 634
16077 94 318
56633 434 497
45281 12 505
21179 16 95
584 92 208
36687 28 247
28225 229 337
41083 563 690
32009 242 273
25987 12 659
48195 18 256
55969 142 656
23777 184 205
39669 59 256
2320 11 359
25740 51 264
34375 168 381
11898 270 403
7701 362 604
13573 134 298
19386 206 640
29620 252 536
22554 312 411
51957 471 620
20981 244 374
19286 155 577
27301 267 323
11371 66 289
15745 11 358
30430 183 371
8042 165 250
31395 174 211
24941 102 507
17947 396 492
22188 414 615
18173 44 355
48332 139 146
42485 144 562
9605 93 253
47880 163 664
35857 64 454
24277 592 613
14109 97 578
18020 243 335
6199 67 619
29944 164 447
18270 228 642
10521 262 449
29183 191 375
20853 268 581
31143 292 499
8203 28 478
54009 10 597
5636 27 648
42420 347 387
39086 61 500
38441 459 683
49583 387 551
50488 131 687
3504 578 611
19220 277 505
39923 72 358
41240 4 54
18308 93 200
6996 623 628
32195 478 629
52776 24 289
52415 192 254
37833 23 267
49707 17 368
34306 32 39
20070 13 553
56349 396 546
27420 336 691
9376 65 74
19293 595 690
16619 365 666
30575 449 624
24839 71 335
56088 80 320
54046 154 665
36803 527 580
10271 497 560
33755 331 570
36162 71 237
5254 528 600
25203 248 357
10669 7 387
12233 139 415
5232 388 534
54674 281 288
25983 63 241
35380 183 464
13646 399 636
7188 465 615
21465 180 277
25913 183 458
53440 388 448
38823 165 496
55966 210 377
53250 547 669
16764 275 495
9314 194 375
39587 163 688
8531 552 685
3619 410 668
17590 23 174
53118 340 442
15459 257 672
12162 245 616
26931 152 443
29768 49 428
49514 171 234
17029 289 615
10719 629 678
39787 348 507
31043 256 261
8679 265 640
12354 106 314
27705 56 145
18103 483 619
7356 191 561
16102 59 201
49660 540 623
18977 132 541
4721 541 684
28897 296 486
8378 222 615
47747 434 476
29617 170 522
33967 26 236
55863 196 302
22845 28 633
36117 149 512
11035 572 642
28333 145 229
13188 112 210
40219 176 238
29737 67 155
50071 549 621
677 165 626
44089 283 360
20799 200 395
17332 375 616
38510 151 456
37817 91 248
37618 22 296
44116 416 583
28902 202 469
55750 87 411
52367 298 634
31328 532 550
48992 522 524
24688 195 626
8047 244 543
32290 368 412
16830 110 404
42491 77 219
42807 58 262
56364 203 258
33658 294 623
11281 228 254
13948 122 412
53314 240 427
34336 274 593
13250 69 97
22160 315 389
16988 388 417
21327 11 27
27891 417 469
18873 216 608
16225 23 528
51029 5 239
31682 619 646
25189 147 420
28514 48 191
1686 344 390
3329 84 692
51623 436 573
35890 387 622
22259 296 585
22040 390 449
42096 92 124
29155 349 595
50388 286 321
26260 397 606
15979 462 530
32544 90 280
7769 515 521
22328 396 671
19632 215 396
3654 151 540
32894 8 523
42551 629 633
52935 446 485
3167 234 532
52556 215 614
45248 171 238
25256 250 275
22700 369 536
7164 124 527
10624 421 631
38929 279 675
16164 306 606
12295 122 132
42092 70 225
24091 192 388
30105 430 692
3503 294 378
46232 401 654
50918 89 395
14192 45 257
16985 189 474
28105 445 485
44757 159 281
37562 199 479
32046 596 659
19677 406 610
37126 81 270
46448 437 606
16550 264 350
17465 45 172
41342 47 224
8641 285 538
14383 315 359
7921 71 478
52812 164 436
9561 353 511
54903 626 686
33760 266 521
28497 141 658
6795 535 565
44941 328 396
11482 391 420
38340 108 365
28369 101 113
10719 256 660
44290 233 680
2183 143 551
32634 138 690
26630 169 526
33348 75 418
27029 452 567
28316 44 72
11537 89 284
44754 375 531
29720 140 204
19830 89 584
25990 34 495
49772 474 561
13690 191 449
33649 66 680
50582 144 645
42677 80 94
1963 361 453
42951 150 463
30852 261 280
54181 275 554
23910 173 213
27731 9 11
56781 1 393
36289 284 374
25465 237 465
39048 402 674
33585 144 373
40756 564 654
4614 398 421
5768 297 393
6864 329 495
21184 327 426
2979 324 511
38934 191 300
38532 258 636
14367 275 358
15807 102 209
1206 8 445
47785 43 129
19236 17 640
49994 551 614
29455 138 477
18269 355 562
3510 124 256
38272 167 238
3859 116 265
44869 297 563
45074 232 649
26008 62 376
51005 180 545
42321 267 462
22536 318 422
29443 268 519
22835 65 81
23051 101 340
44392 119 522
23050 67 610
13045 47 376
29524 223 416
43588 31 164
35287 86 636
54174 416 417
55110 190 320
32470 211 639
53671 120 345
26681 91 533
44237 52 326
1551 46 461
30826 416 463
39523 356 537
44261 65 326
6008 68 650
32100 191 211
43821 35 108
46212 134 181
48738 47 129
55935 591 682
39103 61 619
24230 127 180
20021 330 447
17690 129 573
55558 104 267
25613 112 264
9718 148 241
57220 58 527
23931 58 340
27029 98 177
32983 517 524
44932 529 679
40079 467 518
36633 1 491
27368 333 380
14703 355 654
15178 407 684
11339 8 25
25694 434 624
3526 352 403
8758 78 302
20335 37 485
29306 97 210
17219 189 450
49287 28 270
18704 310 596
31326 179 679
504 477 558
31637 146 332
13654 135 670
6679 241 625
48413 68 114
10986 379 684
11086 467 635
47801 42 210
28487 439 647
21281 264 404
17601 123 505
20527 592 597
22700 238 569
29194 297 320
57170 123 188
55851 488 648
6976 537 598
7735 291 332
36927 344 542
1457 27 51
7223 206 334
42601 160 549
4143 323 334
6288 323 573
16695 480 629
11102 410 504
4297 156 570
6351 17 252
27628 75 176
28826 152 426
25890 251 474
48714 136 480
3274 128 520
27829 137 477
8884 96 631
42937 255 423
7173 440 516
23563 500 603
46568 43 278
2993 1 593
30356 432 499
54754 251 309
17619 366 410
40207 203 691
35452 8 142
2956 86 108
21204 116 402
20021 307 446
9575 284 646
56324 193 412
20842 595 636
1472 280 409
54911 41 71
44477 259 308
44698 223 442
50601 42 159
25510 260 496
17535 307 431
19708 16 590
13701 27 563
10805 155 168
53789 247 426
53076 140 162
18700 140 211
47125 77 169
20213 140 289
30398 111 314
17913 337 580
3287 26 452
13874 42 655
5958 292 685
41939 331 654
2973 380 691
29045 369 596
37550 566 638
15981 52 402
43242 267 689
8466 441 601
20082 579 584
3974 125 159
33868 200 298
22262 376 589
54085 82 96
45619 18 344
25528 98 185
33288 49 381
52500 36 544
32662 54 450
9199 8 171
56878 316 525
53468 72 642
16323 140 689
51160 227 597
16335 539 618
31089 52 685
23061 44 386
36627 316 596
6614 217 361
3791 61 679
1712 222 611
7329 13 271
15113 409 589
4837 122 431
33655 242 561
2414 55 589
13107 226 663
29724 155 286
11099 44 368
7966 36 448
25229 25 414
20220 482 645
2902 231 407
41393 161 457
40577 159 205
52780 264 581
36127 51 303
40607 182 273
30808 71 141
29546 490 506
47685 347 481
37944 386 464
56043 311 642
47164 390 613
42867 256 451
8264 276 397
19895 350 521
25101 406 608
14120 432 575
45436 252 434
49649 23 646
15962 576 650
31566 241 643
23192 34 360
21509 139 415
11492 601 653
44329 481 546
29029 124 129
39686 357 593
45725 120 433
30851 467 586
36454 396 627
2833 510 660
23823 221 314
25184 397 628
34606 240 506
49692 98 174
40951 262 334
41910 228 509
14999 99 265
51909 113 255
28440 229 440
18661 181 507
16162 244 377
26678 208 625
56164 353 355
